nu_inscricao;co_municipio_residencia;sg_uf_residencia;nu_idade;tp_sexo;tp_estado_civil;tp_cor_raca;tp_nacionalidade;co_municipio_nascimento;sg_uf_nascimento;tp_st_conclusao;tp_ano_concluiu;tp_escola;tp_ensino;in_treineiro;in_baixa_visao;in_cegueira;in_surdez;in_deficiencia_auditiva;in_surdo_cegueira;in_deficiencia_fisica;in_deficiencia_mental;in_deficit_atencao;in_dislexia;in_discalculia;in_autismo;in_visao_monocular;in_outra_def;in_gestante;in_lactante;in_idoso;in_estuda_classe_hospitalar;in_sem_recurso;in_braille;in_ampliada_24;in_ampliada_18;in_ledor;in_acesso;in_transcricao;in_libras;in_leitura_labial;in_mesa_cadeira_rodas;in_mesa_cadeira_separada;in_apoio_perna;in_guia_interprete;in_computador;in_cadeira_especial;in_cadeira_canhoto;in_cadeira_acolchoada;in_prova_deitado;in_mobiliario_obeso;in_lamina_overlay;in_protetor_auricular;in_medidor_glicose;in_maquina_braile;in_soroban;in_marca_passo;in_sonda;in_medicamentos;in_sala_individual;in_sala_especial;in_sala_acompanhante;in_mobiliario_especifico;in_material_especifico;in_nome_social;tp_presenca_cn;tp_presenca_ch;tp_presenca_lc;tp_presenca_mt;nu_nota_cn;nu_nota_ch;nu_nota_lc;nu_nota_mt;tp_lingua;tp_status_redacao;nu_nota_comp1;nu_nota_comp2;nu_nota_comp3;nu_nota_comp4;nu_nota_comp5;nu_nota_redacao;q001;q002;q003;q004;q005;q006;q007;q008;q009;q010;q011;q012;q013;q014;q015;q016;q017;q018;q019;q020;q021;q022;q023;q024;q025;q026;q027
170003336736;3503208;SP;29;F;0;1;1;3503208;SP;1;11;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;445.40;589.00;621.50;465.50;0;1;140.00;120.00;120.00;100.00;80.00;560.00;E;D;C;B;3 ;D;A;B;C;A;B;B;A;C;A;B;A;A;C;B;B;C;B;B;B;A;A
170003333545;5002902;MS;22;F;0;1;1;5002902;MS;1;5;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;;;;;;;C;E;B;B;4 ;C;A;B;D;B;B;B;A;A;A;B;A;A;B;A;A;C;B;A;A;A;A
170001663644;3550308;SP;38;F;0;1;1;3550308;SP;1;11;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;;;;;;;A;A;F;B;4 ;G;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B;A;A
170001663645;4209300;SC;35;F;0;1;1;4209300;SC;1;6;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;604.00;610.40;563.90;591.20;1;1;140.00;120.00;140.00;100.00;80.00;580.00;E;D;B;B;4 ;D;A;B;D;B;A;B;A;B;A;B;A;B;C;A;B;D;A;B;B;A;A
170001663646;2704302;AL;40;M;0;3;1;2704302;AL;1;11;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;482.10;569.20;570.80;584.60;0;1;140.00;120.00;120.00;120.00;80.00;580.00;A;B;B;F;3 ;C;A;B;B;A;B;B;A;A;A;A;A;A;B;B;A;C;A;C;B;A;A
170001663647;4303103;RS;20;F;0;1;1;4314902;RS;1;2;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;558.80;594.90;522.80;578.50;1;1;120.00;120.00;120.00;120.00;60.00;540.00;F;F;B;B;3 ;J;A;B;C;B;A;B;B;B;A;B;A;B;D;B;A;D;A;C;B;A;A
170003334115;4106902;PR;36;M;1;2;1;3550308;SP;1;11;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;625.90;636.80;588.30;607.50;1;1;100.00;100.00;80.00;80.00;40.00;400.00;C;D;B;B;2 ;D;A;B;B;B;A;B;A;B;A;B;A;B;B;A;A;C;A;B;B;A;A
170003334116;4214805;SC;18;F;0;1;1;4214805;SC;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;;;;;;;F;G;F;D;4 ;C;B;B;C;B;A;B;B;B;A;B;A;B;B;A;B;D;B;B;B;A;A
170003334117;4322509;RS;23;F;0;1;1;4322509;RS;1;6;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;;;;;;;B;B;A;A;1 ;C;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;B;A;A;A;A;A
170001669940;2607901;PE;23;M;0;3;1;2607901;PE;1;3;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;533.80;427.60;320.70;479.00;0;1;80.00;100.00;80.00;60.00;0.00;320.00;A;E;A;A;3 ;B;B;B;C;A;A;B;A;B;A;B;A;A;B;B;A;D;B;B;B;A;A
170001669941;4304606;RS;22;F;0;1;1;4320008;RS;1;4;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;;;;;;;E;B;D;B;4 ;F;A;B;D;B;A;B;A;B;A;B;A;A;B;B;A;D;A;B;A;A;A
170001668485;2927408;BA;26;F;0;0;1;2927408;BA;1;7;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;613.20;616.70;623.10;656.50;0;1;140.00;120.00;120.00;120.00;60.00;560.00;G;F;D;B;6 ;J;A;D;D;B;B;B;B;B;B;B;A;A;D;A;B;E;B;E;B;A;D
170001665201;5106257;MT;23;F;2;3;1;5106257;MT;1;5;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;445.70;458.00;462.50;430.10;1;1;100.00;120.00;100.00;80.00;20.00;420.00;B;E;B;D;1 ;B;A;B;D;A;A;B;A;B;B;B;B;A;B;A;A;B;A;B;B;A;A
170001663655;3205002;ES;21;F;0;3;1;3204005;ES;1;3;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;;;;;;;H;F;A;B;2 ;C;A;B;C;A;A;B;A;B;A;B;A;A;B;A;B;C;A;B;B;A;B
170001665202;2306553;CE;24;M;0;1;1;2307650;CE;1;7;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;501.80;566.60;544.90;645.10;1;1;160.00;120.00;120.00;120.00;100.00;620.00;B;E;A;F;5 ;E;A;C;D;A;B;B;A;A;A;A;A;A;C;A;A;E;B;B;B;A;A
170001665203;2304400;CE;24;M;0;2;1;2304400;CE;1;3;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;462.50;523.60;571.50;517.60;0;1;160.00;120.00;120.00;140.00;80.00;620.00;B;B;C;B;5 ;C;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;A;A;B;B;A;A
170003336360;2211001;PI;30;M;1;3;1;2211001;PI;1;11;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;674.80;682.70;626.40;795.00;0;1;160.00;160.00;140.00;160.00;160.00;780.00;F;E;E;D;3 ;Q;D;D;C;B;A;B;B;B;A;B;A;A;B;A;B;C;B;D;B;A;B
170003336361;3505708;SP;21;F;0;3;1;3525003;SP;1;3;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;;;;;;;D;E;B;D;4 ;C;A;C;D;B;A;B;B;A;A;A;A;B;B;B;B;D;B;B;B;A;A
170003336362;3118601;MG;28;F;1;1;1;3106200;MG;1;10;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;;;;;;;B;B;B;B;2 ;E;A;B;C;B;B;B;A;B;A;B;A;A;B;A;A;C;B;B;B;A;A
170003336363;3508603;SP;29;F;1;2;1;3508603;SP;1;11;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;;;;;;;E;B;B;A;2 ;D;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;B;A;B;A;A
170003336364;5215231;GO;20;F;0;3;1;5300108;DF;1;2;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;;;;;;;E;B;B;B;5 ;B;A;B;D;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A;A;A
170003336365;2610608;PE;26;M;0;3;1;2613701;PE;1;4;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;;;;;;;B;C;F;F;1 ;A;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;B;A;B;B;A;A
170003336366;3513801;SP;19;F;0;1;1;3513801;SP;1;2;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;402.90;447.60;537.30;425.50;0;1;160.00;120.00;120.00;140.00;100.00;640.00;E;D;C;B;3 ;B;A;C;D;B;A;B;A;B;A;B;A;B;D;B;A;D;B;C;B;A;A
170003336367;3143302;MG;42;M;1;1;1;3550308;SP;1;11;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;456.90;473.40;508.10;430.80;0;6;0.00;0.00;0.00;0.00;0.00;0.00;E;B;B;B;5 ;A;A;B;C;A;A;B;A;A;A;B;A;A;A;A;A;B;A;B;B;A;A
170003336368;5221403;GO;23;F;0;1;1;3106200;MG;1;6;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;;;;;;;D;E;A;B;2 ;B;A;B;C;A;A;B;B;A;A;A;A;A;B;B;A;C;B;A;A;A;A
170003336369;1600303;AP;24;F;0;1;1;1503606;PA;1;6;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;451.80;513.70;522.90;481.70;1;1;120.00;120.00;120.00;120.00;40.00;520.00;A;B;A;A;5 ;C;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B;A;A
170001666814;3546603;SP;24;M;;1;1;3546603;SP;1;7;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;706.50;709.90;625.10;769.10;0;1;160.00;120.00;140.00;120.00;80.00;620.00;F;G;D;E;2 ;I;A;D;D;B;A;B;A;B;A;B;A;B;B;B;A;C;B;C;B;A;D
170003336370;3550209;SP;18;F;0;1;1;3550308;SP;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;;;;;;;E;F;B;F;3 ;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A;A;A
170001666815;2927408;BA;28;M;1;3;1;2927408;BA;1;10;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;;;;;;;E;E;C;C;3 ;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;B;C;A;A;B;A;A
170001666816;4315602;RS;23;M;0;1;1;4301602;RS;1;6;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;641.80;662.40;615.50;790.40;0;1;160.00;120.00;160.00;160.00;100.00;700.00;E;E;D;B;2 ;D;A;B;B;A;A;B;A;A;A;B;A;A;A;A;A;C;B;B;B;A;A
170001664206;5221304;GO;25;F;0;1;1;5205109;GO;1;8;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;;;;;;;B;E;A;C;4 ;C;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;D;A;A;B;A;A
170003334016;2600500;PE;15;M;0;1;1;3550308;SP;3;0;1;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;527.40;545.70;561.50;500.60;0;1;140.00;160.00;120.00;160.00;120.00;700.00;B;D;A;A;3 ;D;A;B;C;A;A;B;C;B;A;B;A;A;B;A;A;B;A;B;B;C;A
170003334017;3554102;SP;24;M;0;1;1;3554102;SP;1;7;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;;;;;;;E;E;F;F;4 ;G;A;B;D;B;A;B;B;B;A;B;A;B;D;B;B;E;B;B;B;A;B
170003334018;3550308;SP;28;F;1;2;1;3550308;SP;1;11;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;631.10;609.70;596.10;535.50;0;1;160.00;120.00;140.00;140.00;160.00;720.00;F;D;C;B;2 ;J;A;B;C;B;A;B;B;B;A;B;A;A;B;A;B;C;B;B;B;A;A
170001664208;2907509;BA;30;F;0;2;1;2907509;BA;1;11;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;521.70;590.80;561.90;622.80;0;1;140.00;120.00;140.00;160.00;120.00;680.00;B;B;C;B;4 ;B;A;B;D;A;A;B;B;B;A;B;A;A;B;B;A;D;A;A;A;A;A
170001664207;2918001;BA;25;F;0;3;1;2918001;BA;1;8;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;534.90;634.10;597.90;472.90;1;1;140.00;120.00;140.00;140.00;140.00;680.00;C;E;B;B;4 ;C;A;B;C;A;B;B;A;A;A;B;A;B;B;B;A;C;A;B;B;A;A
170001664209;4119905;PR;25;M;1;1;1;4119905;PR;1;8;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;536.10;604.80;605.90;672.20;1;1;140.00;80.00;100.00;100.00;60.00;480.00;E;F;B;B;4 ;E;A;B;C;B;B;B;A;B;A;B;A;A;B;B;B;C;B;B;B;A;A
170001664210;5003702;MS;19;F;0;0;1;5003702;MS;1;2;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;;;;;;;H;E;F;F;5 ;D;A;B;C;B;A;B;B;B;A;B;A;A;B;B;A;E;B;C;B;A;C
170001664211;3205309;ES;26;F;0;2;1;2905602;BA;1;6;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;;;;;;;A;A;F;B;1 ;C;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;B;B;B;A;A
170001666817;2927408;BA;22;F;0;2;1;2304400;CE;1;5;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;653.00;677.70;643.90;696.10;0;1;140.00;140.00;160.00;140.00;80.00;660.00;C;C;E;F;3 ;M;C;E;E;D;A;B;A;B;A;B;A;B;D;A;B;D;B;C;B;A;D
170001663648;3136652;MG;27;M;0;3;1;3106200;MG;1;8;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;629.10;552.50;557.10;459.20;0;6;0.00;0.00;0.00;0.00;0.00;0.00;A;E;A;D;4 ;C;A;B;C;B;A;B;A;B;A;B;A;A;C;B;A;E;A;A;A;A;A
170001663739;5002704;MS;27;F;0;1;1;5008404;MS;1;9;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;;598.60;507.50;;0;1;140.00;120.00;120.00;140.00;80.00;600.00;B;B;A;B;6 ;H;A;C;D;A;B;B;A;B;A;A;A;A;D;B;A;E;B;B;B;A;A
170001663649;3205309;ES;24;M;0;3;1;3205309;ES;1;6;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;486.00;636.90;554.00;422.40;0;1;120.00;120.00;120.00;100.00;80.00;540.00;E;E;C;B;5 ;D;A;B;C;A;A;B;A;B;A;B;A;A;B;A;B;C;B;B;B;A;A
170001663650;3550308;SP;33;F;0;1;1;3110905;MG;1;11;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;;;;;;;G;F;E;B;1 ;G;A;B;B;A;A;B;B;B;B;B;A;B;B;A;A;B;A;B;B;A;A
170003333546;2400109;RN;20;M;0;3;1;2400109;RN;1;3;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;562.10;543.40;530.40;539.70;0;1;160.00;180.00;160.00;180.00;160.00;840.00;C;E;A;B;3 ;B;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A;A;A
170001671264;2101400;MA;25;M;0;3;1;2101400;MA;1;7;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;473.50;594.00;371.10;439.90;0;1;120.00;120.00;100.00;120.00;100.00;560.00;D;E;C;C;3 ;C;A;C;C;A;B;B;A;B;A;A;A;A;B;A;A;C;B;B;B;A;A
170001671265;3501608;SP;19;F;0;3;1;3501608;SP;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;;;;;;;C;B;C;B;6 ;F;A;B;D;B;A;B;A;B;A;B;A;A;B;A;B;D;B;A;B;A;A
170001663651;3550308;SP;18;F;0;1;1;3550308;SP;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;685.20;719.20;619.40;799.60;0;1;120.00;180.00;160.00;140.00;200.00;800.00;G;G;E;D;5 ;H;A;C;C;B;A;B;B;B;A;B;B;B;B;B;B;B;B;B;B;A;D
170001671266;3512803;SP;22;F;0;1;1;3512803;SP;1;4;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;509.00;606.20;558.60;545.00;0;1;120.00;120.00;120.00;100.00;40.00;500.00;D;B;B;B;6 ;G;A;B;D;A;A;B;B;B;A;B;A;A;C;A;B;E;B;D;B;A;A
170001663652;1301902;AM;17;M;0;3;2;;;2;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;540.70;583.00;472.90;405.10;0;1;120.00;120.00;120.00;120.00;100.00;580.00;E;G;F;D;6 ;P;D;D;E;C;B;B;B;B;B;B;A;B;E;B;B;E;B;E;B;B;B
170003333547;2110278;MA;23;M;0;3;1;2109403;MA;1;5;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;;;;;;;B;E;A;D;7 ;B;A;C;E;A;B;B;B;B;B;B;A;A;B;B;A;B;B;B;B;A;A
170003333548;5002704;MS;20;M;0;1;1;3550308;SP;1;3;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;770.20;749.50;636.90;873.20;0;1;160.00;200.00;160.00;200.00;160.00;880.00;G;G;E;E;3 ;Q;D;E;C;D;A;C;C;B;A;B;B;A;D;B;B;E;B;E;B;A;D
170001663653;2111300;MA;23;F;0;1;1;2111300;MA;1;5;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;430.60;630.00;549.50;493.90;1;1;140.00;180.00;160.00;180.00;120.00;780.00;B;B;C;D;4 ;C;A;C;D;A;B;B;A;A;A;A;A;A;B;B;A;E;A;B;B;A;A
170001663654;1302603;AM;30;F;1;1;1;1302603;AM;1;11;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;615.80;610.50;593.60;613.90;1;1;160.00;160.00;140.00;140.00;120.00;720.00;E;D;C;B;5 ;G;A;B;D;A;A;B;A;B;A;B;A;A;B;B;B;D;A;B;B;A;D
170003333549;2919207;BA;20;M;0;2;1;2927408;BA;1;2;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;545.90;574.00;585.20;528.10;1;1;100.00;120.00;140.00;120.00;140.00;620.00;E;E;B;C;6 ;E;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;D;B;B;B;A;A
170003333551;3170206;MG;31;F;0;4;1;3170206;MG;1;11;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;;;;;;;C;C;B;B;3 ;C;A;B;B;B;A;B;A;B;A;B;A;B;C;A;A;D;B;A;B;A;A
